Date,User,IsVerified,Tweet,Likes,RT,User_Location,clean_tweet,Sentiment
2021-08-19 10:27:59,Hafeez,False,"2017/18 - Ramsdale joins Chesterfield
2017/18 - Chesterfield get relegated

2019/20 - Ramsdale joins Bournemouth
20… https://t.co/l6FcmB9O6X",1,0,Mars,2017 18 ramsdale joins chesterfield 2017 18 chesterfield get relegated 2019 20 ramsdale joins bournemouth 20,Neutral
2021-08-19 10:27:59,Love Island Apologist,False,"Apart from Odegaard, I’m unsure about all of the signings. I also don’t have the resources Arsenal have when select… https://t.co/Xi0NKcpx4L",1,0,,apart from odegaard i m unsure about all of the signings i also don t have the resources arsenal have when select,Neutral
2021-08-19 10:27:59,rockin_plumber 🤘😎🤘,False,"@RyaaanPerry @Arsenal I’m not mate, just being realistic 😁",0,0,,i m not mate just being realistic,Positive
2021-08-19 10:27:58,Robert Bobby Kim,False,@theprrashantt Positive arsenal fan who only wants the good for the club follow @LeeGunner82  for those who just wa… https://t.co/xzax6DKec0,0,0,,positive arsenal fan who only wants the good for the club follow for those who just wa,Positive
2021-08-19 10:27:54,ArsenalOverEverhthing🔴⚪️,False,@ManUnitedMedia But arsenal fans are telling me we’ve been backed LOL no OLE has been backed hence why you lot coul… https://t.co/2ybOIKgfCP,0,0,,but arsenal fans are telling me we ve been backed lol no ole has been backed hence why you lot coul,Positive
2021-08-19 10:27:50,Mr Kuswani,False,@JWadikgosi They should do that after the Arsenal game though 😭😂,0,0,Cloud 9,they should do that after the arsenal game though,Negative
2021-08-19 10:27:48,#RBALI29,False,@Arsenal 1-3 in Chelsea favour,0,0,,1 3 in chelsea favour,Neutral
2021-08-19 10:27:45,Tax evasion expert 🇸🇴,False,@MouseSized @spectatorindex Arsenal are the smallest club in London,0,0,"London, England",arsenal are the smallest club in london,Neutral
2021-08-19 10:27:43,🎙 TheGoonerNation,False,"Arsenal have done the worst business out of them all looool

The one time we spend more than the others, we give th… https://t.co/bFyYeXQHPO",2,0,,arsenal have done the worst business out of them all looool the one time we spend more than the others we give th,Negative
2021-08-19 10:27:38,ÑØX ØFFÌĆÌÀĹ,False,@utdcynical I would have talked much here but most of the comments are from Man u fans....so cant waste my time exp… https://t.co/dvIl231BLg,0,0,,i would have talked much here but most of the comments are from man u fans so cant waste my time exp,Positive
2021-08-19 10:27:37,"Sochi, The Kaftan King",False,Arsenal fans will rather the club blow 150m on one shinning marquee player we can all use as our new toy while that… https://t.co/nBPZgQepzA,0,0,"Lagos, Nigeria",arsenal fans will rather the club blow 150m on one shinning marquee player we can all use as our new toy while that,Positive
2021-08-19 10:27:37,Ronald Lirumo,False,"@DennyCarey94 @CFCHakim_ @DeadlineDayLive @David_Ornstein Which other team do you know that needs a GK? 

Is arsenal not a top team?",0,0,thohoyandou,ornstein which other team do you know that needs a gk is arsenal not a top team,Negative
2021-08-19 10:27:36,"The Star, SUFC",False,Slavisa Jokanovic insisted #SUFC must reinvest the money they are set to receive from Arsenal after confirming that… https://t.co/UUaFk6w8O3,0,0,Sheffield,slavisa jokanovic insisted sufc must reinvest the money they are set to receive from arsenal after confirming that,Neutral
2021-08-19 10:27:36,Champions of Europe ⭐⭐,False,Cant handle it @AFCDank 😂 At this point it is only Arsenal fans that look stupid. More interested in disrupting the… https://t.co/xAekaPh2dO,0,0,Stamford Bridge,cant handle it at this point it is only arsenal fans that look stupid more interested in disrupting the,Negative
2021-08-19 10:27:34,🇱🇧⚽️,False,@MouseSized @spectatorindex Arsenal getting relegated,1,0,GOAT Land,arsenal getting relegated,Neutral
2021-08-19 10:27:33,Freshboi,False,@EdehJustice @maestroroy @_TundeMoore Sorry that’s nonsense. Joel Campbell was unable to be registered for years at… https://t.co/MrSypFp90V,0,0,London,tundemoore sorry that s nonsense joel campbell was unable to be registered for years at,Negative
2021-08-19 10:27:33,Omo Iya Teacher,False,@MickeyDammie @davidchibike @vinzcentV He’s probably arsenal or Tottenham,0,0,Somewhere,he s probably arsenal or tottenham,Neutral
2021-08-19 10:27:32,ⓘ I For Lef Ghana Activist,False,"@yung__ly Lol, you make serious or you dey troll? This is real life and not FIFA. Make Upamecano lef a UCL team for Arsenal? Hoh, char.",0,0,British-Accra,ly lol you make serious or you dey troll this is real life and not fifa make upamecano lef a ucl team for arsenal hoh char,Positive
2021-08-19 10:27:31,Anthony Vincee ⭐️⭐️🇨🇲,False,@MattSolakidis @SaintFrankly @cesc4official @Arsenal We completed the package for him,0,0,Global,we completed the package for him,Neutral
2021-08-19 10:27:26,CFC_KANTE⭐️⭐️,False,@Assna_19 @Azaldo3 @13thvisionnn @WelBeast @footballdaily G you can try violate united all you want end of the day… https://t.co/j40IgL6DtM,0,0,,19 g you can try violate united all you want end of the day,Neutral
2021-08-19 10:27:26,IshaanAFC,False,@dstarito no arsenal fan in their right mind says that. the ones who do are truely deluded,0,0,,no arsenal fan in their right mind says that the ones who do are truely deluded,Positive
2021-08-19 10:27:25,AYÖDÈJÌ,False,"@Morten404011 @linkomeiza Arsenal is no longer a serious club.

Football is no longer the vision at Arsenal",1,0,"ÜT: 6.66518,3.31858",arsenal is no longer a serious club football is no longer the vision at arsenal,Negative
2021-08-19 10:27:22,Iriabho Ozemoya,False,"@skysportspaulg He would be the perfect striker for Arsenal. To finish so many chances created. 

But would we do it?",0,0,"ÜT: 6.319812,5.612496",he would be the perfect striker for arsenal to finish so many chances created but would we do it,Positive
2021-08-19 10:27:21,Yan 🦅☪️,False,@TavaresProp @Arsenal bro looking like he is gonna fight floyd mayweather now,0,0,,bro looking like he is gonna fight floyd mayweather now,Neutral
2021-08-19 10:27:21,Stan21🏴‍☠️🎭,False,Odegaard rather needs help than Arsenal. https://t.co/9r2y0u32VU,0,0,wherever ,odegaard rather needs help than arsenal,Neutral
2021-08-19 10:27:17,Arsenal Direct,False,@Pritam69915481 @fkhanage He’s still behind Kroos &amp; Modric though. He’s leaving for regular first team football. Sa… https://t.co/b286f6mO2J,0,0,,he s still behind kroos amp modric though he s leaving for regular first team football sa,Negative
2021-08-19 10:27:14,I.G,False,@ubong_pius @UncleAJ_ @JayLech8 @WildChefHuman @lamide_black @Arsenal @ChelseaFC @debbie_chelsea @ChelseaFC is the light!,1,0,"Australia, Germany, Global",pius black chelsea is the light,Positive
2021-08-19 10:27:12,Faithysunny 💙⭐️⭐️,False,I really want to understand how hard this team find it difficult to defeat this arsenal.,1,0,Beautiful place on earth 🌍 ,i really want to understand how hard this team find it difficult to defeat this arsenal,Negative
2021-08-19 10:27:07,Ash 🌎🌱💚 #Arsenal #EndAnimalCruelty,False,"@PatrickTimmons1 @Arsenal Sorry, so one bad season for our captain and we need to replace him immediately? Not to m… https://t.co/49Ve89LmxF",0,0,London,sorry so one bad season for our captain and we need to replace him immediately not to m,Negative
2021-08-19 10:27:04,‘Lolu,False,"look at the team arteta met at arsenal, serious shambles. 90% of the players were deadwood.
first proper window and… https://t.co/n9kh5NBR2k",0,0,,look at the team arteta met at arsenal serious shambles 90 of the players were deadwood first proper window and,Negative
2021-08-19 10:27:04,Biggz,False,"@theprrashantt I never wake up thinking I will be negative, I just want @Arsenal players to develop a consistent cu… https://t.co/qN4QhV42kt",0,0,Kenya,i never wake up thinking i will be negative i just want players to develop a consistent cu,Negative
2021-08-19 10:27:03,FPL Haizees,False,Similar priced replacements from the likes of Arsenal and Wolves (top of FFScout fixture ticker) can be easily move… https://t.co/UJ9wn1qjuK,0,0,,similar priced replacements from the likes of arsenal and wolves top of ffscout fixture ticker can be easily move,Positive
2021-08-19 10:27:02,Joe_Black,False,"@JGomezMorales Where did I say that … like it or not they are still Arsenal fans … desperate , angry … they are wro… https://t.co/6s5R2AdXmY",0,0,,where did i say that like it or not they are still arsenal fans desperate angry they are wro,Negative
2021-08-19 10:27:01,FPL Epic.K 🇸🇬,False,@_we14un_ Have willock have any pre season game or game time in Arsenal ?  I think mbeumo is the greatest shout amo… https://t.co/3IJ8mILvEQ,0,0,Singapore,we14un have willock have any pre season game or game time in arsenal i think mbeumo is the greatest shout amo,Positive
2021-08-19 10:27:01,Wiz jnr,False,Arsenal must win the league this season no excuse for arteta https://t.co/GfpZZ2qSMl,0,0,,arsenal must win the league this season no excuse for arteta,Positive
2021-08-19 10:26:57,Gwoppa,False,Arsenal should get him. Perfect box to box for us. https://t.co/FQqRsxGaEU,3,0,"London, England",arsenal should get him perfect box to box for us,Positive
2021-08-19 10:26:57,Jay,False,One of my favourite goals and players - this goal or the one against Arsenal. What a player https://t.co/4aRHZX6WEu,0,0,Wales/ Manchester ,one of my favourite goals and players this goal or the one against arsenal what a player,Neutral
2021-08-19 10:26:56,BENTEKS,False,I genuinely think Mark Noble walks into the current Arsenal team.,0,0,LDN,i genuinely think mark noble walks into the current arsenal team,Positive
2021-08-19 10:26:51,Benjamin K Machengete,False,@TheFergusonWay arsenal for you,0,0,Harare,arsenal for you,Neutral
2021-08-19 10:26:46,Wionn,False,@MartinSheddan @UTDTrey Leeds and Leicester are better than Arsenal,0,0,"Dublin City, Ireland",leeds and leicester are better than arsenal,Positive
2021-08-19 10:26:46,AYÖDÈJÌ,False,"@Morten404011 @linkomeiza Arsenal is a mad club

We gaz charge Edu for money laundering",1,0,"ÜT: 6.66518,3.31858",arsenal is a mad club we gaz charge edu for money laundering,Negative
2021-08-19 10:26:43,Union Viper,False,"@Wreck_Em_TTU @UsmntU @DiMarzio he's the kind of player Arsenal haven't signed in a long time, would be a huge step forward...",0,0,"Trenton, NJ",em ttu he s the kind of player arsenal haven t signed in a long time would be a huge step forward,Positive
2021-08-19 10:26:43,Sniper,False,"@CarefreeLewisG like the 80s when you were pulling in 6,000 and only turned up for the first game back after we rel… https://t.co/qhFN98bESK",0,0,"Islington, London",like the 80s when you were pulling in 6 000 and only turned up for the first game back after we rel,Negative
2021-08-19 10:26:43,Blackgunner 🇬🇧 🐊,False,@DangolSezil @mistawess @daskrass_Elio @AFCde2 @CfcCp @Arsenal The table only shows league position. It doesn't show which club is finshed,0,0,London,elio the table only shows league position it doesn t show which club is finshed,Neutral
2021-08-19 10:26:43,WengerBALL,False,Do you think the window is finished for Arsenal or do they still have some surprises,0,0,France,do you think the window is finished for arsenal or do they still have some surprises,Neutral
2021-08-19 10:26:39,Real Madrid Analyzard,False,"@afcstuff If Arsenal sign Mbappe and Haaland, they will break all transfer records for premier league 😬",0,0,,if arsenal sign mbappe and haaland they will break all transfer records for premier league,Neutral
2021-08-19 10:26:39,Unapologetic🇨🇲 ➐,False,"@Vintage_Utd 2017/18 - Ramsdale joins Chesterfield
2017/18 - Chesterfield get relegated

2019/20 - Ramsdale joins B… https://t.co/BYb11TGMq3",1,0,Yde🇨🇲,utd 2017 18 ramsdale joins chesterfield 2017 18 chesterfield get relegated 2019 20 ramsdale joins b,Neutral
2021-08-19 10:26:38,Hon. Harun Mbugua,False,@Arsenal You'll still lose🥺,0,0,,you ll still lose,Neutral
2021-08-19 10:26:37,The Collector,False,"@Arsenal_212 We’re okay to abuse Arteta and Edu for making such a brainless decision though, right? 😅

Good luck to… https://t.co/qlBIWWxmSS",0,0,,212 we re okay to abuse arteta and edu for making such a brainless decision though right good luck to,Positive
2021-08-19 10:26:35,Off_Side,False,Official and confirmed. Total agreement reached between Arsenal and Sheffield United after first bid - Aaron Ramsda… https://t.co/DbdV50PVwM,0,0,,official and confirmed total agreement reached between arsenal and sheffield united after first bid aaron ramsda,Positive
2021-08-19 10:26:31,Josh,False,@justin_fox96 @DialloSZN1919 @Football__Tweet Arsenal have spent more than United every summer for the last 4 years… https://t.co/WNkv06tnlz,0,0,,fox96 tweet arsenal have spent more than united every summer for the last 4 years,Positive
2021-08-19 10:26:29,babatunde🏴󠁧󠁢󠁥󠁮󠁧󠁿🇳🇬,False,@OdoiSZN10 chris without arsenal and saka slander https://t.co/qQRkgA1OAJ,1,0,2,chris without arsenal and saka slander,Neutral
2021-08-19 10:26:27,α,False,Shocker. Two big name signings for the simpletons to lap up despite being outspent by ARSENAL. https://t.co/9h5yGda4Oj,0,0,,shocker two big name signings for the simpletons to lap up despite being outspent by arsenal,Neutral
2021-08-19 10:26:23,IDyani endala,False,@HotspurEdition Why are we bantering Arsenal like we are having the best window?,0,0,Port Elizabeth,why are we bantering arsenal like we are having the best window,Positive
2021-08-19 10:26:23,David Hawkins,False,@vishy_united Arsenal have spent as much as us if not more so have other clubs. This Pandemic shit is just another… https://t.co/N66yFCpnxx,0,0,,united arsenal have spent as much as us if not more so have other clubs this pandemic shit is just another,Negative
2021-08-19 10:26:21,𝓜𝓾𝓼𝓪 𝓑𝓲𝓵𝓲𝓽𝔂,False,@Gunner2Jasper I don't think that will take place. If Arsenal is to sell players before making any deal for new pla… https://t.co/5GWPYIdqWX,0,0,,i don t think that will take place if arsenal is to sell players before making any deal for new pla,Positive
2021-08-19 10:26:20,I.G,False,Mrs @debbie_chelsea is on standby to deliver enough @ChelseaFC jersey to all  @ManUtd and @Arsenal Fans who wants t… https://t.co/IJ1KEPoqAL,6,3,"Australia, Germany, Global",mrs chelsea is on standby to deliver enough jersey to all and fans who wants t,Positive
2021-08-19 10:26:18,Bukayo THE Saka,False,@DuncanCastles @TransferPodcast @garbosj @EuropaLeague @CelticFC @ManUtd @PSG_inside @ManCity @SpursOfficial… https://t.co/iWpc1YCC6R,0,0,,inside,Neutral
2021-08-19 10:26:14,Sot︻╦╤─ ‏,False,Two tickets sitting together available for Arsenal Vs Chelsea Sunday 22nd #Arsenal #Chelsea #ArsenalTickets,0,0,london,two tickets sitting together available for arsenal vs chelsea sunday 22nd arsenal chelsea arsenaltickets,Positive
2021-08-19 10:26:14,Toprouser #ENDSARS,False,"Philip Sender's
Pascal Cygan
Nicholas Bendtner 

It don tay way arsenal de cause high BP 🤣🤣🤣",0,0,"London, England",philip sender s pascal cygan nicholas bendtner it don tay way arsenal de cause high bp,Positive
2021-08-19 10:26:12,Bukasen Nwufoh,False,"@In 20 years of supporting the Arsenal, I can't remember going into a PL season so uninterested.

- No European foo… https://t.co/rumHHL2CT4",0,0,,20 years of supporting the arsenal i can t remember going into a pl season so uninterested no european foo,Positive
2021-08-19 10:26:12,yosef kurniawan,False,"@WelBeast Yes, they are the best talent, very young, some even homegrown. What a business done by Edu and Arteta! I… https://t.co/uBmGCbqN99",0,0,,yes they are the best talent very young some even homegrown what a business done by edu and arteta i,Positive
2021-08-19 10:26:12,Ustadh Bhai🇰🇪,False,"@WelBeast 2017/18 - Ramsdale joins Chesterfield
2017/18 - Chesterfield get relegated
2019/20 - Ramsdale joins Bourn… https://t.co/W0zphwd87i",0,0,wonderland,2017 18 ramsdale joins chesterfield 2017 18 chesterfield get relegated 2019 20 ramsdale joins bourn,Neutral
2021-08-19 10:26:12,DJAW,False,"Arsenal ruining football 😡😡 not because of the money they’ve spent, just because they’re fucking shite https://t.co/C0laAh28Vo",0,0,"Peterborough, England",arsenal ruining football not because of the money they ve spent just because they re fucking shite,Negative
2021-08-19 10:26:10,@Northbanksy,False,@AaronRamsdale98 welcome to Arsenal. We will always support you if you are playing for us. Ignore the idiots on soc… https://t.co/loSFU0WS1J,3,0,Lurking near Highbury,welcome to arsenal we will always support you if you are playing for us ignore the idiots on soc,Neutral
2021-08-19 10:26:08,Phil🙏🙏🙏 ☮️,False,I just love the fact that media outlets like Talk Shite &amp; their moronic Pundits are spending so much time talking a… https://t.co/BHogLIYvdb,3,0,In the House of Gooner,i just love the fact that media outlets like talk shite amp their moronic pundits are spending so much time talking a,Positive
2021-08-19 10:26:08,Gorilla Games Africa,False,#Arsenal level on points 👌🏽 with #ManCity  the student is becoming master ... heheh https://t.co/rYwxv0rMU5,1,0,Rwanda,arsenal level on points with mancity the student is becoming master heheh,Positive
2021-08-19 10:26:07,Edu Gaspar,False,@GomezApe_ @dankoogs Before Tierney came. Been one of the best progressive passers in the league literally every se… https://t.co/KcNLp9hq3h,0,0,,before tierney came been one of the best progressive passers in the league literally every se,Positive
2021-08-19 10:26:05,T.O,False,@SkySportsNews Arsenal would be a great challenge... just sayin...,0,0,nigeria,arsenal would be a great challenge just sayin,Positive
2021-08-19 10:26:04,Daniel Miller,False,@smith_rowe10 @Arsenal Odegard’s is happening ?,0,0,,rowe10 odegard s is happening,Neutral
2021-08-19 10:26:00,TT ⭐️⭐️,False,@nomifooty Arsenal since Wenger left.,0,0,Stamford Bridge,arsenal since wenger left,Neutral
2021-08-19 10:26:00,charlie,False,"@SakaOGgoat @Arsenal_04_89 It was going well until the end bit, nothing worse than giving it the bigun on a keyboard",0,0,,04 89 it was going well until the end bit nothing worse than giving it the bigun on a keyboard,Negative
2021-08-19 10:25:59,barefoot traveler 🇵🇸🇿🇦🇮🇳,False,"@ArsenalPlug @Arsenal @chronicles_afc @SameOldAFC @hughwizzy @Frimpon Last thing, if we go 0 points by the internat… https://t.co/Ho0asKD3vt",0,0,"Africa, South Africa, Joburg",afc last thing if we go 0 points by the internat,Neutral
2021-08-19 10:25:58,Devdiscourse,False,PREVIEW-Soccer-Chelsea seek to add to Arsenal's troubles in London derby     https://t.co/wqZn8Cw1WY,0,0,National Capital Region,preview soccer chelsea seek to add to arsenal s troubles in london derby,Neutral
2021-08-19 10:25:57,Ada of PHCity💞,False,"@Alayonimiii arsenal, clearer.",0,0,nigeria.,arsenal clearer,Neutral
2021-08-19 10:25:57,Terry Hemmings,False,@scottisharsenal 😂 Big Rab… by the time Arsenal are done with him he’ll look like Rab C Nesbit.,1,0,"England, United Kingdom",big rab by the time arsenal are done with him he ll look like rab c nesbit,Neutral
2021-08-19 10:25:56,Silence hlabangwani,False,"@Arsenal Announce Martin, we want him to feature against Chelsea 🙏",0,0,"Pretoria, South Africa",announce martin we want him to feature against chelsea,Neutral
2021-08-19 10:25:55,Opio Tye Kampala,False,"@theprrashantt My Team Arsenal is only meant for the strong hearted.
People who have gone through Multiple Breakups and still wants to date.",0,0,"Lira, Uganda",my team arsenal is only meant for the strong hearted people who have gone through multiple breakups and still wants to date,Positive
